order_id,customer_id,product_id,quantity,order_date,status,product_name,category,price,name,region,signup_date,total_amount,month
254,49,47,2,2023-01-11 13:00:00,Completed,Product_47,Home,449.08,Customer_49,South,2023-05-25,898.16,2023-01
255,52,22,1,2023-01-11 14:00:00,Pending,Product_22,Electronics,266.14,Customer_52,South,2023-06-03,266.14,2023-01
257,70,26,1,2023-01-11 16:00:00,Completed,Product_26,Books,25.4,Customer_70,South,2023-07-27,25.4,2023-01
258,15,28,4,2023-01-11 17:00:00,Completed,Product_28,Electronics,164.03,Customer_15,West,2023-02-12,656.12,2023-01
260,60,14,2,2023-01-11 19:00:00,Completed,Product_14,Clothing,444.73,Customer_60,North,2023-06-27,889.46,2023-01
261,97,24,3,2023-01-11 20:00:00,Pending,Product_24,Home,22.46,Customer_97,South,2023-10-16,67.38,2023-01
262,8,2,2,2023-01-11 21:00:00,Completed,Product_2,Clothing,387.92,Customer_8,North,2023-01-22,775.84,2023-01
263,53,45,3,2023-01-11 22:00:00,Completed,Product_45,Books,274.28,Customer_53,East,2023-06-06,822.8399999999999,2023-01
264,60,26,3,2023-01-11 23:00:00,Unknown,Product_26,Books,25.4,Customer_60,North,2023-06-27,76.19999999999999,2023-01
265,5,14,3,2023-01-12 00:00:00,Completed,Product_14,Clothing,444.73,Customer_5,East,2023-01-13,1334.19,2023-01
266,68,7,4,2023-01-12 01:00:00,Completed,Product_7,Clothing,315.42,Customer_68,North,2023-07-21,1261.68,2023-01
267,6,3,4,2023-01-12 02:00:00,Pending,Product_3,Clothing,46.28,Customer_6,West,2023-01-16,185.12,2023-01
268,96,47,1,2023-01-12 03:00:00,Completed,Product_47,Home,449.08,Customer_96,South,2023-10-13,449.08,2023-01
269,94,23,1,2023-01-12 04:00:00,Completed,Product_23,Clothing,219.5,Customer_94,South,2023-10-07,219.5,2023-01
270,47,46,2,2023-01-12 05:00:00,Unknown,Product_46,Home,405.65,Customer_47,West,2023-05-19,811.3,2023-01
271,99,43,4,2023-01-12 06:00:00,Completed,Product_43,Books,101.42,Customer_99,South,2023-10-22,405.68,2023-01
273,40,45,1,2023-01-12 08:00:00,Completed,Product_45,Books,274.28,Customer_40,East,2023-04-28,274.28,2023-01
274,52,18,2,2023-01-12 09:00:00,Completed,Product_18,Clothing,382.78,Customer_52,South,2023-06-03,765.56,2023-01
275,16,38,1,2023-01-12 10:00:00,Completed,Product_38,Electronics,465.55,Customer_16,North,2023-02-15,465.55,2023-01
276,13,35,4,2023-01-12 11:00:00,Completed,Product_35,Home,47.72,Customer_13,East,2023-02-06,190.88,2023-01
279,17,37,2,2023-01-12 14:00:00,Completed,Product_37,Electronics,89.0,Customer_17,West,2023-02-18,178.0,2023-01
280,63,28,2,2023-01-12 15:00:00,Pending,Product_28,Electronics,164.03,Customer_63,North,2023-07-06,328.06,2023-01
281,19,10,4,2023-01-12 16:00:00,Completed,Product_10,Home,162.38,Customer_19,West,2023-02-24,649.52,2023-01
282,92,39,4,2023-01-12 17:00:00,Completed,Product_39,Home,405.98,Customer_92,West,2023-10-01,1623.92,2023-01
283,58,17,1,2023-01-12 18:00:00,Completed,Product_17,Electronics,359.49,Customer_58,North,2023-06-21,359.49,2023-01
284,55,39,2,2023-01-12 19:00:00,Completed,Product_39,Home,405.98,Customer_55,East,2023-06-12,811.96,2023-01
285,90,22,2,2023-01-12 20:00:00,Completed,Product_22,Electronics,266.14,Customer_90,South,2023-09-25,532.28,2023-01
286,90,26,4,2023-01-12 21:00:00,Pending,Product_26,Books,25.4,Customer_90,South,2023-09-25,101.6,2023-01
287,62,44,3,2023-01-12 22:00:00,Completed,Product_44,Books,447.35,Customer_62,East,2023-07-03,1342.0500000000002,2023-01
288,23,25,2,2023-01-12 23:00:00,Completed,Product_25,Electronics,62.87,Customer_23,South,2023-03-08,125.74,2023-01
289,9,17,3,2023-01-13 00:00:00,Completed,Product_17,Electronics,359.49,Customer_9,East,2023-01-25,1078.47,2023-01
290,12,13,4,2023-01-13 01:00:00,Completed,Product_13,Books,322.4,Customer_12,East,2023-02-03,1289.6,2023-01
291,1,20,4,2023-01-13 02:00:00,Pending,Product_20,Electronics,387.77,Customer_1,East,2023-01-01,1551.08,2023-01
292,58,25,1,2023-01-13 03:00:00,Completed,Product_25,Electronics,62.87,Customer_58,North,2023-06-21,62.87,2023-01
293,1,4,2,2023-01-13 04:00:00,Completed,Product_4,Books,185.65,Customer_1,East,2023-01-01,371.3,2023-01
294,34,10,3,2023-01-13 05:00:00,Completed,Product_10,Home,162.38,Customer_34,South,2023-04-10,487.14,2023-01
295,96,3,1,2023-01-13 06:00:00,Completed,Product_3,Clothing,46.28,Customer_96,South,2023-10-13,46.28,2023-01
296,48,41,2,2023-01-13 07:00:00,Completed,Product_41,Books,437.02,Customer_48,East,2023-05-22,874.04,2023-01
297,89,45,1,2023-01-13 08:00:00,Completed,Product_45,Books,274.28,Customer_89,West,2023-09-22,274.28,2023-01
298,1,18,4,2023-01-13 09:00:00,Pending,Product_18,Clothing,382.78,Customer_1,East,2023-01-01,1531.12,2023-01
300,61,36,1,2023-01-13 11:00:00,Completed,Product_36,Electronics,151.98,Customer_61,East,2023-06-30,151.98,2023-01
301,64,47,1,2023-01-13 12:00:00,Completed,Product_47,Home,449.08,Customer_64,North,2023-07-09,449.08,2023-01
302,63,22,3,2023-01-13 13:00:00,Completed,Product_22,Electronics,266.14,Customer_63,North,2023-07-06,798.42,2023-01
303,69,34,1,2023-01-13 14:00:00,Completed,Product_34,Electronics,122.11,Customer_69,West,2023-07-24,122.11,2023-01
304,22,47,2,2023-01-13 15:00:00,Completed,Product_47,Home,449.08,Customer_22,North,2023-03-05,898.16,2023-01
305,93,8,2,2023-01-13 16:00:00,Completed,Product_8,Books,172.14,Customer_93,South,2023-10-04,344.28,2023-01
306,67,40,3,2023-01-13 17:00:00,Completed,Product_40,Electronics,320.37,Customer_67,West,2023-07-18,961.11,2023-01
307,76,49,2,2023-01-13 18:00:00,Completed,Product_49,Electronics,63.93,Customer_76,South,2023-08-14,127.86,2023-01
308,26,44,4,2023-01-13 19:00:00,Completed,Product_44,Books,447.35,Customer_26,South,2023-03-17,1789.4,2023-01
309,16,19,2,2023-01-13 20:00:00,Completed,Product_19,Books,285.03,Customer_16,North,2023-02-15,570.06,2023-01
310,51,42,2,2023-01-13 21:00:00,Completed,Product_42,Electronics,403.8,Customer_51,East,2023-05-31,807.6,2023-01
311,86,41,1,2023-01-13 22:00:00,Completed,Product_41,Books,437.02,Customer_86,East,2023-09-13,437.02,2023-01
312,57,37,1,2023-01-13 23:00:00,Completed,Product_37,Electronics,89.0,Customer_57,West,2023-06-18,89.0,2023-01
313,29,6,2,2023-01-14 00:00:00,Pending,Product_6,Clothing,432.92,Customer_29,West,2023-03-26,865.84,2023-01
314,78,26,3,2023-01-14 01:00:00,Completed,Product_26,Books,25.4,Customer_78,West,2023-08-20,76.19999999999999,2023-01
315,92,34,1,2023-01-14 02:00:00,Unknown,Product_34,Electronics,122.11,Customer_92,West,2023-10-01,122.11,2023-01
316,69,45,3,2023-01-14 03:00:00,Completed,Product_45,Books,274.28,Customer_69,West,2023-07-24,822.8399999999999,2023-01
317,47,6,2,2023-01-14 04:00:00,Pending,Product_6,Clothing,432.92,Customer_47,West,2023-05-19,865.84,2023-01
318,94,37,2,2023-01-14 05:00:00,Completed,Product_37,Electronics,89.0,Customer_94,South,2023-10-07,178.0,2023-01
319,62,33,4,2023-01-14 06:00:00,Pending,Product_33,Electronics,380.22,Customer_62,East,2023-07-03,1520.88,2023-01
320,69,22,1,2023-01-14 07:00:00,Pending,Product_22,Electronics,266.14,Customer_69,West,2023-07-24,266.14,2023-01
321,76,21,2,2023-01-14 08:00:00,Completed,Product_21,Books,251.96,Customer_76,South,2023-08-14,503.92,2023-01
322,16,6,4,2023-01-14 09:00:00,Completed,Product_6,Clothing,432.92,Customer_16,North,2023-02-15,1731.68,2023-01
323,90,6,1,2023-01-14 10:00:00,Completed,Product_6,Clothing,432.92,Customer_90,South,2023-09-25,432.92,2023-01
324,90,48,2,2023-01-14 11:00:00,Completed,Product_48,Home,165.82,Customer_90,South,2023-09-25,331.64,2023-01
325,48,4,2,2023-01-14 12:00:00,Completed,Product_4,Books,185.65,Customer_48,East,2023-05-22,371.3,2023-01
326,85,30,1,2023-01-14 13:00:00,Completed,Product_30,Books,454.71,Customer_85,East,2023-09-10,454.71,2023-01
327,39,11,1,2023-01-14 14:00:00,Completed,Product_11,Books,169.34,Customer_39,North,2023-04-25,169.34,2023-01
328,100,30,1,2023-01-14 15:00:00,Completed,Product_30,Books,454.71,Customer_100,North,2023-10-25,454.71,2023-01
329,33,31,2,2023-01-14 16:00:00,Pending,Product_31,Books,132.15,Customer_33,West,2023-04-07,264.3,2023-01
330,94,24,2,2023-01-14 17:00:00,Completed,Product_24,Home,22.46,Customer_94,South,2023-10-07,44.92,2023-01
331,23,9,4,2023-01-14 18:00:00,Unknown,Product_9,Clothing,41.14,Customer_23,South,2023-03-08,164.56,2023-01
332,10,3,3,2023-01-14 19:00:00,Completed,Product_3,Clothing,46.28,Customer_10,South,2023-01-28,138.84,2023-01
333,69,31,1,2023-01-14 20:00:00,Completed,Product_31,Books,132.15,Customer_69,West,2023-07-24,132.15,2023-01
334,100,40,2,2023-01-14 21:00:00,Completed,Product_40,Electronics,320.37,Customer_100,North,2023-10-25,640.74,2023-01
335,34,37,2,2023-01-14 22:00:00,Completed,Product_37,Electronics,89.0,Customer_34,South,2023-04-10,178.0,2023-01
336,52,36,1,2023-01-14 23:00:00,Pending,Product_36,Electronics,151.98,Customer_52,South,2023-06-03,151.98,2023-01
337,95,24,3,2023-01-15 00:00:00,Completed,Product_24,Home,22.46,Customer_95,South,2023-10-10,67.38,2023-01
338,10,31,1,2023-01-15 01:00:00,Pending,Product_31,Books,132.15,Customer_10,South,2023-01-28,132.15,2023-01
339,19,6,3,2023-01-15 02:00:00,Completed,Product_6,Clothing,432.92,Customer_19,West,2023-02-24,1298.76,2023-01
340,58,2,2,2023-01-15 03:00:00,Completed,Product_2,Clothing,387.92,Customer_58,North,2023-06-21,775.84,2023-01
341,96,20,3,2023-01-15 04:00:00,Completed,Product_20,Electronics,387.77,Customer_96,South,2023-10-13,1163.31,2023-01
342,1,28,4,2023-01-15 05:00:00,Completed,Product_28,Electronics,164.03,Customer_1,East,2023-01-01,656.12,2023-01
343,69,11,2,2023-01-15 06:00:00,Completed,Product_11,Books,169.34,Customer_69,West,2023-07-24,338.68,2023-01
344,4,4,4,2023-01-15 07:00:00,Completed,Product_4,Books,185.65,Customer_4,East,2023-01-10,742.6,2023-01
345,16,15,1,2023-01-15 08:00:00,Completed,Product_15,Home,241.39,Customer_16,North,2023-02-15,241.39,2023-01
346,24,6,1,2023-01-15 09:00:00,Completed,Product_6,Clothing,432.92,Customer_24,West,2023-03-11,432.92,2023-01
347,80,49,1,2023-01-15 10:00:00,Completed,Product_49,Electronics,63.93,Customer_80,West,2023-08-26,63.93,2023-01
348,2,30,3,2023-01-15 11:00:00,Completed,Product_30,Books,454.71,Customer_2,West,2023-01-04,1364.1299999999999,2023-01
349,92,38,2,2023-01-15 12:00:00,Completed,Product_38,Electronics,465.55,Customer_92,West,2023-10-01,931.1,2023-01
350,32,2,1,2023-01-15 13:00:00,Completed,Product_2,Clothing,387.92,Customer_32,North,2023-04-04,387.92,2023-01
351,91,15,1,2023-01-15 14:00:00,Completed,Product_15,Home,241.39,Customer_91,West,2023-09-28,241.39,2023-01
352,84,11,2,2023-01-15 15:00:00,Completed,Product_11,Books,169.34,Customer_84,West,2023-09-07,338.68,2023-01
353,24,8,1,2023-01-15 16:00:00,Completed,Product_8,Books,172.14,Customer_24,West,2023-03-11,172.14,2023-01
354,12,26,4,2023-01-15 17:00:00,Completed,Product_26,Books,25.4,Customer_12,East,2023-02-03,101.6,2023-01
355,50,45,2,2023-01-15 18:00:00,Completed,Product_45,Books,274.28,Customer_50,South,2023-05-28,548.56,2023-01
357,33,5,2,2023-01-15 20:00:00,Completed,Product_5,Clothing,66.78,Customer_33,West,2023-04-07,133.56,2023-01
358,33,6,4,2023-01-15 21:00:00,Completed,Product_6,Clothing,432.92,Customer_33,West,2023-04-07,1731.68,2023-01
359,61,26,2,2023-01-15 22:00:00,Completed,Product_26,Books,25.4,Customer_61,East,2023-06-30,50.8,2023-01
360,51,4,4,2023-01-15 23:00:00,Completed,Product_4,Books,185.65,Customer_51,East,2023-05-31,742.6,2023-01
361,43,19,2,2023-01-16 00:00:00,Completed,Product_19,Books,285.03,Customer_43,South,2023-05-07,570.06,2023-01
362,12,20,3,2023-01-16 01:00:00,Completed,Product_20,Electronics,387.77,Customer_12,East,2023-02-03,1163.31,2023-01
364,65,20,3,2023-01-16 03:00:00,Completed,Product_20,Electronics,387.77,Customer_65,East,2023-07-12,1163.31,2023-01
365,33,49,1,2023-01-16 04:00:00,Completed,Product_49,Electronics,63.93,Customer_33,West,2023-04-07,63.93,2023-01
366,40,12,4,2023-01-16 05:00:00,Completed,Product_12,Home,367.51,Customer_40,East,2023-04-28,1470.04,2023-01
367,74,47,3,2023-01-16 06:00:00,Completed,Product_47,Home,449.08,Customer_74,South,2023-08-08,1347.24,2023-01
368,43,1,2,2023-01-16 07:00:00,Completed,Product_1,Home,367.21,Customer_43,South,2023-05-07,734.42,2023-01
369,44,26,1,2023-01-16 08:00:00,Completed,Product_26,Books,25.4,Customer_44,West,2023-05-10,25.4,2023-01
370,29,14,1,2023-01-16 09:00:00,Completed,Product_14,Clothing,444.73,Customer_29,West,2023-03-26,444.73,2023-01
372,12,37,4,2023-01-16 11:00:00,Completed,Product_37,Electronics,89.0,Customer_12,East,2023-02-03,356.0,2023-01
373,95,11,3,2023-01-16 12:00:00,Completed,Product_11,Books,169.34,Customer_95,South,2023-10-10,508.02,2023-01
374,46,36,4,2023-01-16 13:00:00,Completed,Product_36,Electronics,151.98,Customer_46,West,2023-05-16,607.92,2023-01
375,2,13,4,2023-01-16 14:00:00,Completed,Product_13,Books,322.4,Customer_2,West,2023-01-04,1289.6,2023-01
376,35,43,1,2023-01-16 15:00:00,Completed,Product_43,Books,101.42,Customer_35,South,2023-04-13,101.42,2023-01
377,87,3,3,2023-01-16 16:00:00,Completed,Product_3,Clothing,46.28,Customer_87,South,2023-09-16,138.84,2023-01
378,81,33,3,2023-01-16 17:00:00,Pending,Product_33,Electronics,380.22,Customer_81,East,2023-08-29,1140.66,2023-01
379,90,6,4,2023-01-16 18:00:00,Pending,Product_6,Clothing,432.92,Customer_90,South,2023-09-25,1731.68,2023-01
380,8,50,3,2023-01-16 19:00:00,Completed,Product_50,Books,121.69,Customer_8,North,2023-01-22,365.07,2023-01
382,26,5,2,2023-01-16 21:00:00,Completed,Product_5,Clothing,66.78,Customer_26,South,2023-03-17,133.56,2023-01
383,74,23,3,2023-01-16 22:00:00,Completed,Product_23,Clothing,219.5,Customer_74,South,2023-08-08,658.5,2023-01
384,90,10,3,2023-01-16 23:00:00,Completed,Product_10,Home,162.38,Customer_90,South,2023-09-25,487.14,2023-01
385,34,44,4,2023-01-17 00:00:00,Unknown,Product_44,Books,447.35,Customer_34,South,2023-04-10,1789.4,2023-01
386,7,2,2,2023-01-17 01:00:00,Completed,Product_2,Clothing,387.92,Customer_7,North,2023-01-19,775.84,2023-01
387,68,13,2,2023-01-17 02:00:00,Completed,Product_13,Books,322.4,Customer_68,North,2023-07-21,644.8,2023-01
388,58,40,1,2023-01-17 03:00:00,Completed,Product_40,Electronics,320.37,Customer_58,North,2023-06-21,320.37,2023-01
389,75,2,4,2023-01-17 04:00:00,Completed,Product_2,Clothing,387.92,Customer_75,North,2023-08-11,1551.68,2023-01
390,29,20,1,2023-01-17 05:00:00,Completed,Product_20,Electronics,387.77,Customer_29,West,2023-03-26,387.77,2023-01
391,36,1,2,2023-01-17 06:00:00,Completed,Product_1,Home,367.21,Customer_36,North,2023-04-16,734.42,2023-01
392,89,37,4,2023-01-17 07:00:00,Completed,Product_37,Electronics,89.0,Customer_89,West,2023-09-22,356.0,2023-01
393,21,9,3,2023-01-17 08:00:00,Completed,Product_9,Clothing,41.14,Customer_21,South,2023-03-02,123.42,2023-01
394,36,17,4,2023-01-17 09:00:00,Completed,Product_17,Electronics,359.49,Customer_36,North,2023-04-16,1437.96,2023-01
395,10,9,3,2023-01-17 10:00:00,Completed,Product_9,Clothing,41.14,Customer_10,South,2023-01-28,123.42,2023-01
396,73,11,3,2023-01-17 11:00:00,Completed,Product_11,Books,169.34,Customer_73,North,2023-08-05,508.02,2023-01
397,24,15,4,2023-01-17 12:00:00,Completed,Product_15,Home,241.39,Customer_24,West,2023-03-11,965.56,2023-01
398,64,24,3,2023-01-17 13:00:00,Completed,Product_24,Home,22.46,Customer_64,North,2023-07-09,67.38,2023-01
399,99,38,1,2023-01-17 14:00:00,Completed,Product_38,Electronics,465.55,Customer_99,South,2023-10-22,465.55,2023-01
400,49,35,2,2023-01-17 15:00:00,Completed,Product_35,Home,47.72,Customer_49,South,2023-05-25,95.44,2023-01
401,99,30,3,2023-01-17 16:00:00,Unknown,Product_30,Books,454.71,Customer_99,South,2023-10-22,1364.1299999999999,2023-01
402,36,31,1,2023-01-17 17:00:00,Completed,Product_31,Books,132.15,Customer_36,North,2023-04-16,132.15,2023-01
403,82,49,3,2023-01-17 18:00:00,Completed,Product_49,Electronics,63.93,Customer_82,West,2023-09-01,191.79,2023-01
404,96,5,2,2023-01-17 19:00:00,Completed,Product_5,Clothing,66.78,Customer_96,South,2023-10-13,133.56,2023-01
405,24,44,1,2023-01-17 20:00:00,Completed,Product_44,Books,447.35,Customer_24,West,2023-03-11,447.35,2023-01
406,23,50,2,2023-01-17 21:00:00,Completed,Product_50,Books,121.69,Customer_23,South,2023-03-08,243.38,2023-01
407,62,14,2,2023-01-17 22:00:00,Completed,Product_14,Clothing,444.73,Customer_62,East,2023-07-03,889.46,2023-01
408,96,11,1,2023-01-17 23:00:00,Completed,Product_11,Books,169.34,Customer_96,South,2023-10-13,169.34,2023-01
409,37,9,1,2023-01-18 00:00:00,Completed,Product_9,Clothing,41.14,Customer_37,West,2023-04-19,41.14,2023-01
411,55,12,4,2023-01-18 02:00:00,Pending,Product_12,Home,367.51,Customer_55,East,2023-06-12,1470.04,2023-01
412,13,35,1,2023-01-18 03:00:00,Completed,Product_35,Home,47.72,Customer_13,East,2023-02-06,47.72,2023-01
413,23,35,1,2023-01-18 04:00:00,Completed,Product_35,Home,47.72,Customer_23,South,2023-03-08,47.72,2023-01
414,89,1,1,2023-01-18 05:00:00,Pending,Product_1,Home,367.21,Customer_89,West,2023-09-22,367.21,2023-01
415,99,40,1,2023-01-18 06:00:00,Completed,Product_40,Electronics,320.37,Customer_99,South,2023-10-22,320.37,2023-01
416,30,22,3,2023-01-18 07:00:00,Completed,Product_22,Electronics,266.14,Customer_30,West,2023-03-29,798.42,2023-01
417,17,29,4,2023-01-18 08:00:00,Unknown,Product_29,Books,259.2,Customer_17,West,2023-02-18,1036.8,2023-01
418,62,8,2,2023-01-18 09:00:00,Completed,Product_8,Books,172.14,Customer_62,East,2023-07-03,344.28,2023-01
419,84,11,1,2023-01-18 10:00:00,Completed,Product_11,Books,169.34,Customer_84,West,2023-09-07,169.34,2023-01
420,89,41,3,2023-01-18 11:00:00,Unknown,Product_41,Books,437.02,Customer_89,West,2023-09-22,1311.06,2023-01
421,86,37,3,2023-01-18 12:00:00,Completed,Product_37,Electronics,89.0,Customer_86,East,2023-09-13,267.0,2023-01
422,13,14,3,2023-01-18 13:00:00,Completed,Product_14,Clothing,444.73,Customer_13,East,2023-02-06,1334.19,2023-01
423,59,30,2,2023-01-18 14:00:00,Completed,Product_30,Books,454.71,Customer_59,East,2023-06-24,909.42,2023-01
424,19,35,1,2023-01-18 15:00:00,Pending,Product_35,Home,47.72,Customer_19,West,2023-02-24,47.72,2023-01
426,100,37,4,2023-01-18 17:00:00,Pending,Product_37,Electronics,89.0,Customer_100,North,2023-10-25,356.0,2023-01
427,12,5,3,2023-01-18 18:00:00,Completed,Product_5,Clothing,66.78,Customer_12,East,2023-02-03,200.34,2023-01
428,61,19,2,2023-01-18 19:00:00,Pending,Product_19,Books,285.03,Customer_61,East,2023-06-30,570.06,2023-01
430,76,26,2,2023-01-18 21:00:00,Completed,Product_26,Books,25.4,Customer_76,South,2023-08-14,50.8,2023-01
432,71,25,3,2023-01-18 23:00:00,Pending,Product_25,Electronics,62.87,Customer_71,South,2023-07-30,188.60999999999999,2023-01
433,28,45,1,2023-01-19 00:00:00,Completed,Product_45,Books,274.28,Customer_28,South,2023-03-23,274.28,2023-01
434,78,42,4,2023-01-19 01:00:00,Completed,Product_42,Electronics,403.8,Customer_78,West,2023-08-20,1615.2,2023-01
435,95,25,3,2023-01-19 02:00:00,Completed,Product_25,Electronics,62.87,Customer_95,South,2023-10-10,188.60999999999999,2023-01
436,52,18,3,2023-01-19 03:00:00,Completed,Product_18,Clothing,382.78,Customer_52,South,2023-06-03,1148.34,2023-01
437,83,40,1,2023-01-19 04:00:00,Completed,Product_40,Electronics,320.37,Customer_83,North,2023-09-04,320.37,2023-01
438,16,8,1,2023-01-19 05:00:00,Completed,Product_8,Books,172.14,Customer_16,North,2023-02-15,172.14,2023-01
440,99,40,2,2023-01-19 07:00:00,Unknown,Product_40,Electronics,320.37,Customer_99,South,2023-10-22,640.74,2023-01
441,12,14,1,2023-01-19 08:00:00,Pending,Product_14,Clothing,444.73,Customer_12,East,2023-02-03,444.73,2023-01
442,25,32,3,2023-01-19 09:00:00,Completed,Product_32,Electronics,211.09,Customer_25,West,2023-03-14,633.27,2023-01
443,52,38,1,2023-01-19 10:00:00,Completed,Product_38,Electronics,465.55,Customer_52,South,2023-06-03,465.55,2023-01
444,85,33,3,2023-01-19 11:00:00,Completed,Product_33,Electronics,380.22,Customer_85,East,2023-09-10,1140.66,2023-01
445,100,23,4,2023-01-19 12:00:00,Completed,Product_23,Clothing,219.5,Customer_100,North,2023-10-25,878.0,2023-01
446,53,15,2,2023-01-19 13:00:00,Pending,Product_15,Home,241.39,Customer_53,East,2023-06-06,482.78,2023-01
448,16,25,4,2023-01-19 15:00:00,Completed,Product_25,Electronics,62.87,Customer_16,North,2023-02-15,251.48,2023-01
451,53,47,3,2023-01-19 18:00:00,Completed,Product_47,Home,449.08,Customer_53,East,2023-06-06,1347.24,2023-01
453,58,14,1,2023-01-19 20:00:00,Completed,Product_14,Clothing,444.73,Customer_58,North,2023-06-21,444.73,2023-01
454,39,40,3,2023-01-19 21:00:00,Completed,Product_40,Electronics,320.37,Customer_39,North,2023-04-25,961.11,2023-01
455,14,40,1,2023-01-19 22:00:00,Completed,Product_40,Electronics,320.37,Customer_14,East,2023-02-09,320.37,2023-01
456,95,39,2,2023-01-19 23:00:00,Completed,Product_39,Home,405.98,Customer_95,South,2023-10-10,811.96,2023-01
457,5,6,4,2023-01-20 00:00:00,Completed,Product_6,Clothing,432.92,Customer_5,East,2023-01-13,1731.68,2023-01
458,35,6,2,2023-01-20 01:00:00,Completed,Product_6,Clothing,432.92,Customer_35,South,2023-04-13,865.84,2023-01
459,87,3,4,2023-01-20 02:00:00,Completed,Product_3,Clothing,46.28,Customer_87,South,2023-09-16,185.12,2023-01
460,93,7,1,2023-01-20 03:00:00,Completed,Product_7,Clothing,315.42,Customer_93,South,2023-10-04,315.42,2023-01
461,75,8,2,2023-01-20 04:00:00,Completed,Product_8,Books,172.14,Customer_75,North,2023-08-11,344.28,2023-01
462,18,42,1,2023-01-20 05:00:00,Completed,Product_42,Electronics,403.8,Customer_18,West,2023-02-21,403.8,2023-01
463,76,15,4,2023-01-20 06:00:00,Completed,Product_15,Home,241.39,Customer_76,South,2023-08-14,965.56,2023-01
464,9,47,3,2023-01-20 07:00:00,Completed,Product_47,Home,449.08,Customer_9,East,2023-01-25,1347.24,2023-01
465,74,29,3,2023-01-20 08:00:00,Completed,Product_29,Books,259.2,Customer_74,South,2023-08-08,777.5999999999999,2023-01
466,58,33,2,2023-01-20 09:00:00,Completed,Product_33,Electronics,380.22,Customer_58,North,2023-06-21,760.44,2023-01
467,17,30,1,2023-01-20 10:00:00,Completed,Product_30,Books,454.71,Customer_17,West,2023-02-18,454.71,2023-01
468,7,39,1,2023-01-20 11:00:00,Completed,Product_39,Home,405.98,Customer_7,North,2023-01-19,405.98,2023-01
469,46,27,2,2023-01-20 12:00:00,Pending,Product_27,Clothing,321.84,Customer_46,West,2023-05-16,643.68,2023-01
470,13,36,3,2023-01-20 13:00:00,Completed,Product_36,Electronics,151.98,Customer_13,East,2023-02-06,455.93999999999994,2023-01
471,40,29,4,2023-01-20 14:00:00,Completed,Product_29,Books,259.2,Customer_40,East,2023-04-28,1036.8,2023-01
472,42,38,2,2023-01-20 15:00:00,Unknown,Product_38,Electronics,465.55,Customer_42,East,2023-05-04,931.1,2023-01
473,9,33,4,2023-01-20 16:00:00,Pending,Product_33,Electronics,380.22,Customer_9,East,2023-01-25,1520.88,2023-01
475,27,27,1,2023-01-20 18:00:00,Pending,Product_27,Clothing,321.84,Customer_27,South,2023-03-20,321.84,2023-01
476,66,33,3,2023-01-20 19:00:00,Completed,Product_33,Electronics,380.22,Customer_66,South,2023-07-15,1140.66,2023-01
477,5,4,2,2023-01-20 20:00:00,Completed,Product_4,Books,185.65,Customer_5,East,2023-01-13,371.3,2023-01
478,29,22,1,2023-01-20 21:00:00,Completed,Product_22,Electronics,266.14,Customer_29,West,2023-03-26,266.14,2023-01
479,37,2,2,2023-01-20 22:00:00,Completed,Product_2,Clothing,387.92,Customer_37,West,2023-04-19,775.84,2023-01
480,38,10,2,2023-01-20 23:00:00,Completed,Product_10,Home,162.38,Customer_38,North,2023-04-22,324.76,2023-01
481,83,5,3,2023-01-21 00:00:00,Completed,Product_5,Clothing,66.78,Customer_83,North,2023-09-04,200.34,2023-01
482,8,10,2,2023-01-21 01:00:00,Completed,Product_10,Home,162.38,Customer_8,North,2023-01-22,324.76,2023-01
483,65,33,3,2023-01-21 02:00:00,Pending,Product_33,Electronics,380.22,Customer_65,East,2023-07-12,1140.66,2023-01
484,86,38,1,2023-01-21 03:00:00,Pending,Product_38,Electronics,465.55,Customer_86,East,2023-09-13,465.55,2023-01
485,17,13,3,2023-01-21 04:00:00,Completed,Product_13,Books,322.4,Customer_17,West,2023-02-18,967.1999999999999,2023-01
486,71,31,1,2023-01-21 05:00:00,Pending,Product_31,Books,132.15,Customer_71,South,2023-07-30,132.15,2023-01
487,89,47,3,2023-01-21 06:00:00,Completed,Product_47,Home,449.08,Customer_89,West,2023-09-22,1347.24,2023-01
489,4,45,4,2023-01-21 08:00:00,Completed,Product_45,Books,274.28,Customer_4,East,2023-01-10,1097.12,2023-01
490,36,24,2,2023-01-21 09:00:00,Unknown,Product_24,Home,22.46,Customer_36,North,2023-04-16,44.92,2023-01
491,70,15,3,2023-01-21 10:00:00,Completed,Product_15,Home,241.39,Customer_70,South,2023-07-27,724.17,2023-01
492,31,29,3,2023-01-21 11:00:00,Completed,Product_29,Books,259.2,Customer_31,North,2023-04-01,777.5999999999999,2023-01
493,19,8,1,2023-01-21 12:00:00,Completed,Product_8,Books,172.14,Customer_19,West,2023-02-24,172.14,2023-01
494,61,5,2,2023-01-21 13:00:00,Completed,Product_5,Clothing,66.78,Customer_61,East,2023-06-30,133.56,2023-01
495,54,29,3,2023-01-21 14:00:00,Completed,Product_29,Books,259.2,Customer_54,West,2023-06-09,777.5999999999999,2023-01
496,39,47,2,2023-01-21 15:00:00,Completed,Product_47,Home,449.08,Customer_39,North,2023-04-25,898.16,2023-01
497,91,4,4,2023-01-21 16:00:00,Completed,Product_4,Books,185.65,Customer_91,West,2023-09-28,742.6,2023-01
